sentence,span,type,uri,relation,question,gold familyName
"Hummel's.wonderfak” ‘performance on the piano - forte made a ‘deep. impression upon young Mendelssohn, so much so, ‘that de burst. into tears when once asked, to play atter him.?",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"About forty years ago the company of Italian singers, called the company of Monsieur (since Louis 18th), made the Parisians hear the divine accents of Paisiello and Pergolesi; but this company could not obtain the victory unassisted.",Paisiello,person,(Q202303),family name,What is the family name of Paisiello?,
"About forty years ago the company of Italian singers, called the company of Monsieur (since Louis 18th), made the Parisians hear the divine accents of Paisiello and Pergolesi; but this company could not obtain the victory unassisted.",Pergolesi,person,(Q185312),family name,What is the family name of Pergolesi?,Pergolesi
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Scarlatti,person,(Q167837),family name,What is the family name of Scarlatti?,Scarlatti
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Corelli,person,(Q164475),family name,What is the family name of Corelli?,Corelli
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Vivaldi,person,(Q1340),family name,What is the family name of Vivaldi?,Vivaldi
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Bach,person,(Q1339),family name,What is the family name of Bach?,Bach
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Jomelli,person,(Q312891),family name,What is the family name of Jomelli?,Q112813171
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Porpora,person,(Q312788),family name,What is the family name of Porpora?,Porpora
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Bononcini,person,(Q315241),family name,What is the family name of Bononcini?,Bononcini
"Dr. Burney says, ‘The first opera of Leo’s composition, that I have been able to find, is Sofonisba, which was performed at Naples, in 1718, and the last, Siface, in Bologne, in 1737.",Dr. Burney,person,(Q547002),family name,What is the family name of Dr. Burney?,Burney
"Dr. Burney says, ‘The first opera of Leo’s composition, that I have been able to find, is Sofonisba, which was performed at Naples, in 1718, and the last, Siface, in Bologne, in 1737.",Leo,person,(Q316735),family name,What is the family name of Leo?,Leo
"Besides the advantage of Cervetto as a master, our departed friend, Lindley, had also the opportunity, in his youth, of hearing and playing with Crosdill, whose powerful tone excelled that of any previous performer.",Cervetto,person,(Q1364637),family name,What is the family name of Cervetto?,Cervetto
"Besides the advantage of Cervetto as a master, our departed friend, Lindley, had also the opportunity, in his youth, of hearing and playing with Crosdill, whose powerful tone excelled that of any previous performer.",Lindley,person,(Q18593452),family name,What is the family name of Lindley?,Lindley
"Besides the advantage of Cervetto as a master, our departed friend, Lindley, had also the opportunity, in his youth, of hearing and playing with Crosdill, whose powerful tone excelled that of any previous performer.",Crosdill,person,(Q6227740),family name,What is the family name of Crosdill?,
"Under the auspices of the Society for the Cultivation of Danish Music, a composition, by Niels W. Gade, entitled ‘Baldur’s Dream,’ for solo voices, chorus, and orchestra, has just been published for the first time.",Niels W. Gade,person,(Q154632),family name,What is the family name of Niels W. Gade?,Gade
"We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"At the Opera we have‘had the “Prophet,” the fanchonette,” the ‘Lucia di Lammermoor,” and “the “Muette de Portici;” a night; each, of Mey erbecr, “Clapisson, Donizetti and Auber.",Mey erbecr,person,(Q105237),family name,What is the family name of Mey erbecr?,Meyerbeer
"At the Opera we have‘had the “Prophet,” the fanchonette,” the ‘Lucia di Lammermoor,” and “the “Muette de Portici;” a night; each, of Mey erbecr, “Clapisson, Donizetti and Auber.",Clapisson,person,(Q1871594),family name,What is the family name of Clapisson?,Clapisson
"At the Opera we have‘had the “Prophet,” the fanchonette,” the ‘Lucia di Lammermoor,” and “the “Muette de Portici;” a night; each, of Mey erbecr, “Clapisson, Donizetti and Auber.",Donizetti,person,(Q101698),family name,What is the family name of Donizetti?,Donizetti
"At the Opera we have‘had the “Prophet,” the fanchonette,” the ‘Lucia di Lammermoor,” and “the “Muette de Portici;” a night; each, of Mey erbecr, “Clapisson, Donizetti and Auber.",Auber,person,(Q157672),family name,What is the family name of Auber?,Auber
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",Fischer,person,(Q820692),family name,What is the family name of Fischer?,Fischer
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",Abel,person,(Q168539),family name,What is the family name of Abel?,Abel
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",Cramer,person,(Q455212),family name,What is the family name of Cramer?,Cramer
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",Crosdill,person,(Q6227740),family name,What is the family name of Crosdill?,
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",Cervetto,person,(Q18529811),family name,What is the family name of Cervetto?,Cervetto
"Fischer then passed to Italy, and from thence to England, where (in 1769) he formed one of those solo. performers with Abel, Cramer, Crosdill, and Cervetto, for whom John Christian Bach, then in England, wrote solos in his concertos when his - hand was likely to tire or he wanted support.",John Christian Bach,person,(Q106641),family name,What is the family name of John Christian Bach?,Bach
"Inthe year 1720, there appeared a satirical work of ‘Benedetto Marcello, the celebrated author of thé Psalms, which gives a lively -picture of the musical drama at that period.",Benedetto Marcello,person,(Q312784),family name,What is the family name of Benedetto Marcello?,Marcello
"another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"Hear Haydn, or Mozart, or Beethoven, or Bach, or Hummel —indeed there is a host of writers unknoiwn to fame, who might be named — hear their masses.",Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"Hear Haydn, or Mozart, or Beethoven, or Bach, or Hummel —indeed there is a host of writers unknoiwn to fame, who might be named — hear their masses.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Hear Haydn, or Mozart, or Beethoven, or Bach, or Hummel —indeed there is a host of writers unknoiwn to fame, who might be named — hear their masses.",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
