sentence,span,type,uri,relation,question,gold occupation
"At their first concert, under the direction of Dr. Bates, Mark Ilambourg will be the solo pianist, and the Norwich Choral Society will contribute Hugh Blair’s ‘Trafalgar,’ composed expressly for the Nelson centenary.",Hugh Blair,person,(Q5930050),occupation,What is the occupation of Hugh Blair?,composer
"At their first concert, under the direction of Dr. Bates, Mark Ilambourg will be the solo pianist, and the Norwich Choral Society will contribute Hugh Blair’s ‘Trafalgar,’ composed expressly for the Nelson centenary.",Nelson,person,(Q83235),occupation,What is the occupation of Nelson?,politician; naval officer
"The performance of the work in St. James's Hall, under Myr. Otto Goldschmidt, had many good points, and Mr. Parry found no small part of a friendly audience willing to bestow applause.",Myr . Otto Goldschmidt,person,(Q320046),occupation,What is the occupation of Myr . Otto Goldschmidt?,composer; conductor; pianist; university teacher
"The performance of the work in St. James's Hall, under Myr. Otto Goldschmidt, had many good points, and Mr. Parry found no small part of a friendly audience willing to bestow applause.",Mr. Parry,person,(Q6251304),occupation,What is the occupation of Mr. Parry?,composer; singer; pianist; stage actor
"Spagnoletti, the leader, the fine Roman lineaments of whose countenance should have been pourtrayed by a Titian or Vandyke, was the animating spirit of the orchestra.",Titian,person,(Q47551),occupation,What is the occupation of Titian?,painter; visual artist; printmaker; architectural draftsperson; draftsperson
"Spagnoletti, the leader, the fine Roman lineaments of whose countenance should have been pourtrayed by a Titian or Vandyke, was the animating spirit of the orchestra.",Vandyke,person,(Q150679),occupation,What is the occupation of Vandyke?,playwright; translator; dramaturge; court painter; painter; theatrical director; etcher; architectural draftsperson; draftsperson
"Galuppi had the art of exciting to the utmust the emulation of his pupils, and produced, ir 1771, three eminent singers, La Rota, Pasqua Rossi, and Ortolani, lected by its present master, staf ef all emulation.",Galuppi,person,(Q208338),occupation,What is the occupation of Galuppi?,composer; conductor; organist
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Madame Novello,person,(Q4322567),occupation,What is the occupation of Madame Novello?,opera singer
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Miss Dolby,person,(Q4164386),occupation,What is the occupation of Miss Dolby?,composer; opera singer; music educator
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Mr. Sims Reeves,person,(Q7521239),occupation,What is the occupation of Mr. Sims Reeves?,opera singer
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Mr. Weiss,person,(Q8022239),occupation,What is the occupation of Mr. Weiss?,composer; opera singer
"My remarks on the major and minor semitones, in the Harmonicon for October, have produced an answer, in your Number for February, by the Rev. Mr. Liston, the inventor of the Euharmonic Organ.",Rev. Mr. Liston,person,(Q5724966),occupation,What is the occupation of Rev. Mr. Liston?,musical instrument maker
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Pugnani,person,(Q560926),occupation,What is the occupation of Pugnani?,composer; concertmaster; violinist
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Viotti,person,(Q313188),occupation,What is the occupation of Viotti?,composer; violinist; music teacher; music interpreter
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Catherine the Second,person,(Q36450),occupation,What is the occupation of Catherine the Second?,monarch; politician; aristocrat; art collector
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Handel,person,(Q7302),occupation,What is the occupation of Handel?,composer; organist; impresario; violinist; university teacher; harpsichordist; opera composer
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Méhul,person,(Q364020),occupation,What is the occupation of Méhul?,composer; organist
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Spohr,person,(Q57226),occupation,What is the occupation of Spohr?,composer; conductor; musician; violinist; musicologist; music educator
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Hummel,person,(Q151953),occupation,What is the occupation of Hummel?,composer; conductor; pianist; concertmaster; music educator
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Cherubini,person,(Q20721),occupation,What is the occupation of Cherubini?,composer; conductor; musicologist; music theorist; music educator
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Mozart,person,(Q254),occupation,What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Pergolesi,person,(Q185312),occupation,What is the occupation of Pergolesi?,composer; organist
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Cimarosa,person,(Q191775),occupation,What is the occupation of Cimarosa?,composer
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Pacini,person,(Q357022),occupation,What is the occupation of Pacini?,composer; teacher; chapelmaster
"Hummel's.wonderfak” ‘performance on the piano - forte made a ‘deep. impression upon young Mendelssohn, so much so, ‘that de burst. into tears when once asked, to play atter him.?",Hummel,person,(Q151953),occupation,What is the occupation of Hummel?,composer; conductor; pianist; concertmaster; music educator
"Hummel's.wonderfak” ‘performance on the piano - forte made a ‘deep. impression upon young Mendelssohn, so much so, ‘that de burst. into tears when once asked, to play atter him.?",Mendelssohn,person,(Q46096),occupation,What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator
"About forty years ago the company of Italian singers, called the company of Monsieur (since Louis 18th), made the Parisians hear the divine accents of Paisiello and Pergolesi; but this company could not obtain the victory unassisted.",Paisiello,person,(Q202303),occupation,What is the occupation of Paisiello?,composer
"About forty years ago the company of Italian singers, called the company of Monsieur (since Louis 18th), made the Parisians hear the divine accents of Paisiello and Pergolesi; but this company could not obtain the victory unassisted.",Pergolesi,person,(Q185312),occupation,What is the occupation of Pergolesi?,composer; organist
"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Scarlatti,person,(Q167837),occupation,What is the occupation of Scarlatti?,composer; organist; harpsichordist
